collected_at,station,market_date,model,timezone,forecast_target,temperature_max_c,temperature_min_c,forecast_url
2026-09-10T20:25:09.090300+00:00,RKSI,2026-09-11,open_meteo_best_match,Asia/Seoul,2026-09-11,24.5,19.5,https://api.open-meteo.com/v1/forecast?latitude=37.469&longitude=126.451&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:25:09.090316+00:00,RKSI,2026-09-12,open_meteo_best_match,Asia/Seoul,2026-09-12,24.3,20.9,https://api.open-meteo.com/v1/forecast?latitude=37.469&longitude=126.451&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:25:40.256908+00:00,RKSI,2026-09-11,gfs,Asia/Seoul,2026-09-11,23.7,18.8,https://api.open-meteo.com/v1/gfs?latitude=37.469&longitude=126.451&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:25:40.256929+00:00,RKSI,2026-09-12,gfs,Asia/Seoul,2026-09-12,23.9,20.6,https://api.open-meteo.com/v1/gfs?latitude=37.469&longitude=126.451&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:25:41.015923+00:00,RPLL,2026-09-11,open_meteo_best_match,Asia/Manila,2026-09-11,29.0,25.5,https://api.open-meteo.com/v1/forecast?latitude=14.507&longitude=121.004&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:25:41.015945+00:00,RPLL,2026-09-12,open_meteo_best_match,Asia/Manila,2026-09-12,29.1,25.4,https://api.open-meteo.com/v1/forecast?latitude=14.507&longitude=121.004&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:12.152521+00:00,RPLL,2026-09-11,gfs,Asia/Manila,2026-09-11,28.2,24.3,https://api.open-meteo.com/v1/gfs?latitude=14.507&longitude=121.004&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:12.152539+00:00,RPLL,2026-09-12,gfs,Asia/Manila,2026-09-12,27.9,24.2,https://api.open-meteo.com/v1/gfs?latitude=14.507&longitude=121.004&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:12.910588+00:00,SAEZ,2026-09-10,open_meteo_best_match,America/Argentina/Buenos_Aires,2026-09-10,20.7,8.6,https://api.open-meteo.com/v1/forecast?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:12.910606+00:00,SAEZ,2026-09-11,open_meteo_best_match,America/Argentina/Buenos_Aires,2026-09-11,19.3,8.4,https://api.open-meteo.com/v1/forecast?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:12.910610+00:00,SAEZ,2026-09-12,open_meteo_best_match,America/Argentina/Buenos_Aires,2026-09-12,11.3,7.7,https://api.open-meteo.com/v1/forecast?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:13.662576+00:00,SAEZ,2026-09-10,ecmwf,America/Argentina/Buenos_Aires,2026-09-10,21.0,9.2,https://api.open-meteo.com/v1/ecmwf?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:13.662598+00:00,SAEZ,2026-09-11,ecmwf,America/Argentina/Buenos_Aires,2026-09-11,19.5,9.8,https://api.open-meteo.com/v1/ecmwf?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:13.662602+00:00,SAEZ,2026-09-12,ecmwf,America/Argentina/Buenos_Aires,2026-09-12,11.7,7.9,https://api.open-meteo.com/v1/ecmwf?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:14.411538+00:00,SAEZ,2026-09-10,gfs,America/Argentina/Buenos_Aires,2026-09-10,21.1,9.2,https://api.open-meteo.com/v1/gfs?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:14.411557+00:00,SAEZ,2026-09-11,gfs,America/Argentina/Buenos_Aires,2026-09-11,17.7,10.3,https://api.open-meteo.com/v1/gfs?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:14.411561+00:00,SAEZ,2026-09-12,gfs,America/Argentina/Buenos_Aires,2026-09-12,11.1,4.8,https://api.open-meteo.com/v1/gfs?latitude=-34.822&longitude=-58.536&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:15.170300+00:00,SBGR,2026-09-10,open_meteo_best_match,America/Sao_Paulo,2026-09-10,22.5,17.0,https://api.open-meteo.com/v1/forecast?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:15.170317+00:00,SBGR,2026-09-11,open_meteo_best_match,America/Sao_Paulo,2026-09-11,29.0,17.9,https://api.open-meteo.com/v1/forecast?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:15.170320+00:00,SBGR,2026-09-12,open_meteo_best_match,America/Sao_Paulo,2026-09-12,24.8,16.0,https://api.open-meteo.com/v1/forecast?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:15.928351+00:00,SBGR,2026-09-10,ecmwf,America/Sao_Paulo,2026-09-10,21.3,17.8,https://api.open-meteo.com/v1/ecmwf?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:15.928374+00:00,SBGR,2026-09-11,ecmwf,America/Sao_Paulo,2026-09-11,29.0,18.3,https://api.open-meteo.com/v1/ecmwf?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:15.928378+00:00,SBGR,2026-09-12,ecmwf,America/Sao_Paulo,2026-09-12,22.3,16.1,https://api.open-meteo.com/v1/ecmwf?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:16.683005+00:00,SBGR,2026-09-10,gfs,America/Sao_Paulo,2026-09-10,24.8,17.7,https://api.open-meteo.com/v1/gfs?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:16.683025+00:00,SBGR,2026-09-11,gfs,America/Sao_Paulo,2026-09-11,30.5,17.6,https://api.open-meteo.com/v1/gfs?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:16.683029+00:00,SBGR,2026-09-12,gfs,America/Sao_Paulo,2026-09-12,24.9,16.4,https://api.open-meteo.com/v1/gfs?latitude=-23.432&longitude=-46.469&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-10&end_date=2026-09-12
2026-09-10T20:26:17.432517+00:00,VILK,2026-09-11,open_meteo_best_match,Asia/Kolkata,2026-09-11,31.7,26.3,https://api.open-meteo.com/v1/forecast?latitude=26.761&longitude=80.889&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:17.432534+00:00,VILK,2026-09-12,open_meteo_best_match,Asia/Kolkata,2026-09-12,31.6,25.7,https://api.open-meteo.com/v1/forecast?latitude=26.761&longitude=80.889&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:18.199845+00:00,VILK,2026-09-11,ecmwf,Asia/Kolkata,2026-09-11,32.2,26.4,https://api.open-meteo.com/v1/ecmwf?latitude=26.761&longitude=80.889&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:18.199868+00:00,VILK,2026-09-12,ecmwf,Asia/Kolkata,2026-09-12,31.4,25.6,https://api.open-meteo.com/v1/ecmwf?latitude=26.761&longitude=80.889&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:18.950137+00:00,VILK,2026-09-11,gfs,Asia/Kolkata,2026-09-11,32.2,26.6,https://api.open-meteo.com/v1/gfs?latitude=26.761&longitude=80.889&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:18.950158+00:00,VILK,2026-09-12,gfs,Asia/Kolkata,2026-09-12,32.8,26.1,https://api.open-meteo.com/v1/gfs?latitude=26.761&longitude=80.889&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:50.109455+00:00,WMKK,2026-09-11,ecmwf,Asia/Kuala_Lumpur,2026-09-11,28.9,24.4,https://api.open-meteo.com/v1/ecmwf?latitude=2.747&longitude=101.714&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:50.109472+00:00,WMKK,2026-09-12,ecmwf,Asia/Kuala_Lumpur,2026-09-12,31.0,23.3,https://api.open-meteo.com/v1/ecmwf?latitude=2.747&longitude=101.714&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:50.878097+00:00,WMKK,2026-09-11,gfs,Asia/Kuala_Lumpur,2026-09-11,30.6,24.2,https://api.open-meteo.com/v1/gfs?latitude=2.747&longitude=101.714&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:26:50.878117+00:00,WMKK,2026-09-12,gfs,Asia/Kuala_Lumpur,2026-09-12,24.9,23.2,https://api.open-meteo.com/v1/gfs?latitude=2.747&longitude=101.714&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:27:52.494068+00:00,WSSS,2026-09-11,gfs,Asia/Singapore,2026-09-11,31.6,27.6,https://api.open-meteo.com/v1/gfs?latitude=1.368&longitude=103.982&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:27:52.494085+00:00,WSSS,2026-09-12,gfs,Asia/Singapore,2026-09-12,31.0,27.2,https://api.open-meteo.com/v1/gfs?latitude=1.368&longitude=103.982&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:27:53.294338+00:00,ZBAA,2026-09-11,open_meteo_best_match,Asia/Shanghai,2026-09-11,30.8,12.5,https://api.open-meteo.com/v1/forecast?latitude=40.082&longitude=116.603&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:27:53.294356+00:00,ZBAA,2026-09-12,open_meteo_best_match,Asia/Shanghai,2026-09-12,28.4,14.6,https://api.open-meteo.com/v1/forecast?latitude=40.082&longitude=116.603&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:27:54.089858+00:00,ZBAA,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,31.3,15.6,https://api.open-meteo.com/v1/ecmwf?latitude=40.082&longitude=116.603&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:27:54.089877+00:00,ZBAA,2026-09-12,ecmwf,Asia/Shanghai,2026-09-12,28.4,17.3,https://api.open-meteo.com/v1/ecmwf?latitude=40.082&longitude=116.603&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:55.627638+00:00,ZGGG,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,30.3,23.2,https://api.open-meteo.com/v1/ecmwf?latitude=23.392&longitude=113.307&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:55.627656+00:00,ZGGG,2026-09-12,ecmwf,Asia/Shanghai,2026-09-12,31.9,23.5,https://api.open-meteo.com/v1/ecmwf?latitude=23.392&longitude=113.307&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:56.458164+00:00,ZGGG,2026-09-11,gfs,Asia/Shanghai,2026-09-11,31.0,21.2,https://api.open-meteo.com/v1/gfs?latitude=23.392&longitude=113.307&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:56.458181+00:00,ZGGG,2026-09-12,gfs,Asia/Shanghai,2026-09-12,32.2,21.5,https://api.open-meteo.com/v1/gfs?latitude=23.392&longitude=113.307&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:57.218149+00:00,ZGSZ,2026-09-11,open_meteo_best_match,Asia/Shanghai,2026-09-11,31.3,23.2,https://api.open-meteo.com/v1/forecast?latitude=22.639&longitude=113.803&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:57.218167+00:00,ZGSZ,2026-09-12,open_meteo_best_match,Asia/Shanghai,2026-09-12,31.7,23.9,https://api.open-meteo.com/v1/forecast?latitude=22.639&longitude=113.803&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:57.978910+00:00,ZGSZ,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,31.0,24.1,https://api.open-meteo.com/v1/ecmwf?latitude=22.639&longitude=113.803&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:57.978974+00:00,ZGSZ,2026-09-12,ecmwf,Asia/Shanghai,2026-09-12,31.0,24.8,https://api.open-meteo.com/v1/ecmwf?latitude=22.639&longitude=113.803&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:58.728519+00:00,ZGSZ,2026-09-11,gfs,Asia/Shanghai,2026-09-11,33.2,25.4,https://api.open-meteo.com/v1/gfs?latitude=22.639&longitude=113.803&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:58.728538+00:00,ZGSZ,2026-09-12,gfs,Asia/Shanghai,2026-09-12,32.6,26.3,https://api.open-meteo.com/v1/gfs?latitude=22.639&longitude=113.803&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:28:59.486749+00:00,ZHCC,2026-09-11,open_meteo_best_match,Asia/Shanghai,2026-09-11,24.5,17.5,https://api.open-meteo.com/v1/forecast?latitude=34.52&longitude=113.834&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-11
2026-09-10T20:29:00.246274+00:00,ZHCC,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,24.4,17.2,https://api.open-meteo.com/v1/ecmwf?latitude=34.52&longitude=113.834&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-11
2026-09-10T20:29:00.995106+00:00,ZHCC,2026-09-11,gfs,Asia/Shanghai,2026-09-11,25.8,18.2,https://api.open-meteo.com/v1/gfs?latitude=34.52&longitude=113.834&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-11
2026-09-10T20:29:01.748403+00:00,ZHHH,2026-09-11,open_meteo_best_match,Asia/Shanghai,2026-09-11,27.4,17.0,https://api.open-meteo.com/v1/forecast?latitude=30.783&longitude=114.205&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:01.748426+00:00,ZHHH,2026-09-12,open_meteo_best_match,Asia/Shanghai,2026-09-12,29.8,19.1,https://api.open-meteo.com/v1/forecast?latitude=30.783&longitude=114.205&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:02.500054+00:00,ZHHH,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,27.2,17.4,https://api.open-meteo.com/v1/ecmwf?latitude=30.783&longitude=114.205&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:02.500073+00:00,ZHHH,2026-09-12,ecmwf,Asia/Shanghai,2026-09-12,29.6,19.3,https://api.open-meteo.com/v1/ecmwf?latitude=30.783&longitude=114.205&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:33.650113+00:00,ZSPD,2026-09-11,open_meteo_best_match,Asia/Shanghai,2026-09-11,29.1,22.7,https://api.open-meteo.com/v1/forecast?latitude=31.146&longitude=121.8&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:33.650129+00:00,ZSPD,2026-09-12,open_meteo_best_match,Asia/Shanghai,2026-09-12,28.5,24.2,https://api.open-meteo.com/v1/forecast?latitude=31.146&longitude=121.8&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:34.423064+00:00,ZSPD,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,27.8,23.1,https://api.open-meteo.com/v1/ecmwf?latitude=31.146&longitude=121.8&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:34.423083+00:00,ZSPD,2026-09-12,ecmwf,Asia/Shanghai,2026-09-12,28.1,24.3,https://api.open-meteo.com/v1/ecmwf?latitude=31.146&longitude=121.8&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:35.200012+00:00,ZSPD,2026-09-11,gfs,Asia/Shanghai,2026-09-11,26.2,21.1,https://api.open-meteo.com/v1/gfs?latitude=31.146&longitude=121.8&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:29:35.200034+00:00,ZSPD,2026-09-12,gfs,Asia/Shanghai,2026-09-12,26.5,22.1,https://api.open-meteo.com/v1/gfs?latitude=31.146&longitude=121.8&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:37.512044+00:00,ZUCK,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,25.7,19.6,https://api.open-meteo.com/v1/ecmwf?latitude=29.718&longitude=106.639&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:37.512062+00:00,ZUCK,2026-09-12,ecmwf,Asia/Shanghai,2026-09-12,28.0,20.3,https://api.open-meteo.com/v1/ecmwf?latitude=29.718&longitude=106.639&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:38.278920+00:00,ZUCK,2026-09-11,gfs,Asia/Shanghai,2026-09-11,22.2,20.2,https://api.open-meteo.com/v1/gfs?latitude=29.718&longitude=106.639&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:38.278939+00:00,ZUCK,2026-09-12,gfs,Asia/Shanghai,2026-09-12,28.3,19.8,https://api.open-meteo.com/v1/gfs?latitude=29.718&longitude=106.639&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:39.040714+00:00,ZUUU,2026-09-11,open_meteo_best_match,Asia/Shanghai,2026-09-11,24.7,18.1,https://api.open-meteo.com/v1/forecast?latitude=30.576&longitude=103.95&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:39.040755+00:00,ZUUU,2026-09-12,open_meteo_best_match,Asia/Shanghai,2026-09-12,24.8,17.6,https://api.open-meteo.com/v1/forecast?latitude=30.576&longitude=103.95&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:39.806234+00:00,ZUUU,2026-09-11,ecmwf,Asia/Shanghai,2026-09-11,24.6,18.1,https://api.open-meteo.com/v1/ecmwf?latitude=30.576&longitude=103.95&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:39.806256+00:00,ZUUU,2026-09-12,ecmwf,Asia/Shanghai,2026-09-12,24.4,17.4,https://api.open-meteo.com/v1/ecmwf?latitude=30.576&longitude=103.95&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:40.565560+00:00,ZUUU,2026-09-11,gfs,Asia/Shanghai,2026-09-11,20.0,18.0,https://api.open-meteo.com/v1/gfs?latitude=30.576&longitude=103.95&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
2026-09-10T20:31:40.565579+00:00,ZUUU,2026-09-12,gfs,Asia/Shanghai,2026-09-12,21.5,18.0,https://api.open-meteo.com/v1/gfs?latitude=30.576&longitude=103.95&daily=temperature_2m_max%2Ctemperature_2m_min&timezone=auto&start_date=2026-09-11&end_date=2026-09-12
